reps,variety,Yield,id,CC160323,CC160328,CC160329,CC160331,CC160414,CC160419,CC160421,CC160425,CC160504,CC160510,CC160512,CC160516,CC160523,CC160524,CC160525,CC160609,CC160616,CC160622
3,Prunus,32.399999999999900,166,0.000000000000000,0.000000000000000,0.000000000000000,0.419002925402243,5.122671512948650,7.906650641025640,12.115582259467100,19.790489642184500,32.642466822794600,45.546550779108900,35.273569023569000,42.041213372508500,39.022770601717900,42.505137306183400,45.191256830601000,47.006504712597900,57.847610479189400,44.505272280803100
3,Rio Grande,14.800000000000000,167,0.000000000000000,0.000000000000000,0.000000000000000,0.415955631399317,5.005300620929880,9.103641456582630,12.000948691596100,15.785654087461300,26.768149882903900,34.111384111384100,33.560888738127500,33.127259080763900,33.419017629543900,37.663351612603400,37.053083528493300,36.045842736404200,45.179187284450400,36.874187490972100
3,Seri,21.800000000000000,168,0.000000000000000,0.000000000000000,0.000000000000000,0.022932974559687,4.914432833560500,9.446747448979590,10.548908939147000,15.129263118633000,28.087431693989000,42.302491033455500,39.225589225589200,41.832748724489700,44.819313240365800,49.594619839342400,49.820452771272400,46.236318963591600,53.739048475890500,51.573567520875300
3,Tam Hot-Ty,26.000000000000000,169,0.000000000000000,0.000000000000000,0.000000000000000,0.382435397367138,5.285476298652120,10.417295123177400,10.091706854296700,15.675625058526000,17.295081967213100,21.662571662571600,25.050505050505000,26.625903279599700,25.315425315425300,29.686093609360900,30.015612802498000,28.389546571364700,40.507251033566800,35.399393326592500
3,Mykonos,23.600000000000000,170,0.000000000000000,0.000000000000000,0.000000000000000,0.012189176011702,4.453749524172050,8.808092948717940,11.929796821883100,15.589006461279100,22.064793130366900,31.502281502281500,29.854986431478900,31.073100397005600,29.507529507529500,33.218700622734400,33.738255297401400,33.809018098145900,32.317974423237500,28.597316304957400
3,DRP-8551,34.200000000000000,171,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.897982489531780,5.740296118447370,8.308957229820530,14.395009416195800,18.735362997658000,30.168480168480100,27.428451178451100,33.639720479631500,33.568965147912500,39.432094152811500,39.320843091334800,35.129873003230200,35.518282886703900,33.794997914599200
2,Seri,28.399999999999900,172,0.000000000000000,0.000000000000000,0.000000000000000,0.016760117016090,5.985915492957740,10.179989944695800,13.186813186813100,16.277273152916900,24.769711163153700,34.111384111384100,34.629409769335100,39.492178194234800,41.214146477304300,48.119713728041600,47.927400468384000,43.322713394397900,47.304157830473600,39.421174851638400
2,Tam Hot-Ty,35.799999999999900,173,0.000000000000000,0.000000000000000,0.000000000000000,0.341296928327645,4.123125851885500,6.668669871794870,7.893904656494580,14.758556024378800,16.342701014832100,23.918723918723900,25.092592592592500,24.809891564123300,25.249019985862000,29.463852045581900,29.875097580015600,34.747112704101900,37.936722147248400,28.765586572895500
2,DRP-8551,30.399999999999900,174,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.317853064331930,7.417889030612240,10.906000474345700,15.757561569435300,23.376268540202900,35.341835341835300,35.420875420875400,37.320336694989200,40.800719748088100,39.416441644164400,41.510538641686100,41.846290735179600,44.086712507765100,30.504379341588600
2,Rio Grande,8.000000000000000,175,0.000000000000000,0.000000000000000,0.000000000000000,0.528987279843444,5.501287293654390,7.009327168367340,10.584681426129800,16.005712145331900,23.169398907103800,33.799383799383700,30.109396200814100,33.316128007623200,33.311912259280600,36.925364810856000,38.114754098360600,41.317870790011500,39.119165434954900,23.809523809523800
2,Mykonos,28.000000000000000,176,0.000000000000000,0.000000000000000,0.000000000000000,0.068798923679061,3.353635325466310,6.095525389643030,8.087595857380030,14.687704841277200,17.416081186572900,28.896627710227000,26.359427609427600,28.708842758103000,28.635691793586500,29.125723893144000,29.832162373145900,36.685251559803500,38.541218020501300,29.290769897443300
2,Shorouq,24.800000000000000,177,0.000000000000000,0.000000000000000,0.002122241086587,0.236165285226719,5.081842405786060,7.111111111111110,10.016602102933000,15.155913475044400,19.340359094457400,38.684138684138600,33.912822252374400,37.028507901214900,39.440481545744700,40.522353378566700,41.350507416081100,41.931058896411300,41.841783947047100,37.253095306651300
2,SV8579TE,25.800000000000000,178,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.501741632591240,3.916214923469380,5.682888540031390,11.433654836595100,15.000000000000000,29.844961240310000,25.220488466757100,25.637258794568400,28.526444315917900,28.038483093592300,26.717408274785300,34.320102659409700,36.180194074930900,29.308954794126100
2,Rio Grande,4.800000000000000,179,0.000000000000000,0.000000000000000,0.000000000000000,0.626834637964775,3.464027407689380,5.281409438775510,6.972883231876030,10.567468864125800,14.242779078844600,23.528723528723500,18.425925925925900,18.220782555452400,22.744896429106900,18.255184008966900,16.100702576112400,17.911547911547900,22.708480603217400,15.416726852520500
2,Prunus,26.199999999999900,180,0.000000000000000,0.000000000000000,0.010611205432937,0.295587518283764,4.357867635923060,7.289663461538460,10.178670250612600,19.046610169491500,24.028103044496400,43.908193908193900,28.748303934871100,40.567658851646200,42.034573613520900,41.526164141648800,39.004683840749400,37.019337138811400,43.846796478375400,31.297125523616900
1,SV8579TE,22.800000000000000,181,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.861880963198540,7.063301282051280,8.364297572930660,14.123513437587700,19.902419984387100,29.838929838929800,28.623737373737300,28.305407766219300,28.948439474755200,33.134690827573300,31.963309914129500,32.946769750288800,43.272711693764300,32.710912755542700
1,DRP-8551,25.399999999999900,182,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.392843547773120,6.088435374149650,8.913748122381210,14.225517890772100,19.293520686963300,27.883077883077800,28.893097643097600,31.247518462637900,32.485058800848200,34.101682312482500,31.049960967993700,30.472587282623100,36.769273611378800,28.001898433792100
